codigo_cliente,numero_contrato,data_vencimento,dia_vencimento,parcela_atraso,vl_atraso,empresa_cobranca,data_pagamento,dia_pagamento,vl_pagamento,vl_honorarios_cobranca,dias_em_atraso,eficiencia_cobranca,custo_cobranca_percentual,houve_atraso
8982,779444,2025-06-06,6,20,848.99,COBRADORA ABC LTDA,2025-06-16,16,848.99,110.37,10,100.0,13.000153123122772,1
3100,162173,2025-06-10,10,18,1331.84,COBRADORA ABC LTDA,2025-06-15,15,1331.84,173.14,5,100.0,13.00006006727535,1
4748,572642,2025-06-05,5,16,818.43,COBRADORA ABC LTDA,2025-06-17,17,818.43,106.4,12,100.0,13.000500959153502,1
4173,700034,2025-06-05,5,17,1132.77,COBRADORA ABC LTDA,2025-06-16,16,1132.77,147.26,11,100.0,12.999991172082591,1
2815,195212,2025-06-09,9,15,1483.59,COBRADORA ABC LTDA,2025-06-15,15,1483.59,192.87,6,100.0,13.000222433421635,1
4841,150626,2025-06-09,9,12,1376.75,COBRADORA ABC LTDA,2025-06-15,15,1376.75,178.98,6,100.0,13.000181587071,1
9016,256955,2025-06-08,8,15,660.37,COBRADORA ABC LTDA,2025-06-18,18,660.37,85.85,10,100.0,13.000287717491707,1
8011,294794,2025-06-10,10,20,1047.49,COBRADORA ABC LTDA,2025-06-18,18,1047.49,136.17,8,100.0,12.999646774670879,1
5493,463706,2025-06-05,5,12,848.53,COBRADORA ABC LTDA,2025-06-15,15,848.53,110.31,10,100.0,13.00012963595866,1
1674,390033,2025-06-05,5,14,934.34,COBRADORA ABC LTDA,2025-06-16,16,934.34,121.46,11,100.0,12.999550484834213,1
9088,502819,2025-06-05,5,16,835.18,COBRADORA ABC LTDA,2025-06-17,17,835.18,108.57,12,100.0,12.999592902128882,1
9578,176632,2025-06-05,5,18,835.96,COBRADORA ABC LTDA,2025-06-15,15,835.96,108.67,10,100.0,12.999425809847361,1
3158,951262,2025-06-07,7,20,1042.55,COBRADORA ABC LTDA,2025-06-15,15,1042.55,135.53,8,100.0,12.999856122008538,1
3661,936467,2025-06-10,10,17,691.96,COBRADORA ABC LTDA,2025-06-15,15,691.96,89.95,5,100.0,12.999306318284292,1
3064,409628,2025-06-06,6,14,1037.4,COBRADORA ABC LTDA,2025-06-18,18,1037.4,134.86,12,100.0,12.999807210333525,1
4253,615287,2025-06-06,6,18,778.97,COBRADORA ABC LTDA,2025-06-16,16,778.97,101.27,10,100.0,13.000500661129438,1
5979,532307,2025-06-08,8,15,788.98,COBRADORA ABC LTDA,2025-06-15,15,788.98,102.57,7,100.0,13.000329539405305,1
8703,862036,2025-06-07,7,14,1238.75,COBRADORA ABC LTDA,2025-06-18,18,1238.75,161.04,11,100.0,13.000201816347124,1
9931,683939,2025-06-05,5,18,529.59,COBRADORA ABC LTDA,2025-06-15,15,529.59,68.85,10,100.0,13.000623123548404,1
2401,435876,2025-06-05,5,18,880.95,COBRADORA ABC LTDA,2025-06-15,15,880.95,114.52,10,100.0,12.999602701628923,1
4259,526533,2025-06-09,9,15,907.53,COBRADORA ABC LTDA,2025-06-16,16,907.53,117.98,7,100.0,13.000121208114331,1
4923,810494,2025-06-09,9,18,985.11,COBRADORA ABC LTDA,2025-06-18,18,985.11,128.06,9,100.0,12.999563500522784,1
5214,846535,2025-06-08,8,13,1169.01,COBRADORA ABC LTDA,2025-06-17,17,1169.01,151.97,9,100.0,12.999888794792176,1
4227,264915,2025-06-05,5,12,869.69,COBRADORA ABC LTDA,2025-06-16,16,869.69,113.06,11,100.0,13.000034495049958,1
3745,424142,2025-06-08,8,13,713.14,COBRADORA ABC LTDA,2025-06-17,17,713.14,92.71,9,100.0,13.00025240485739,1
7091,424157,2025-06-07,7,15,1384.87,COBRADORA ABC LTDA,2025-06-18,18,1384.87,180.03,11,100.0,12.999776152274222,1
4866,576452,2025-06-06,6,19,1481.04,COBRADORA ABC LTDA,2025-06-18,18,1481.04,192.54,12,100.0,13.000324096580782,1
6818,492810,2025-06-05,5,14,520.01,COBRADORA ABC LTDA,2025-06-17,17,520.01,67.6,12,100.0,12.9997500048076,1
3222,214699,2025-06-10,10,17,1046.47,COBRADORA ABC LTDA,2025-06-18,18,1046.47,136.04,8,100.0,12.999894884707636,1
3792,843134,2025-06-07,7,17,841.7,COBRADORA ABC LTDA,2025-06-16,16,841.7,109.42,9,100.0,12.999881192824045,1
5063,159322,2025-06-05,5,20,776.99,COBRADORA ABC LTDA,2025-06-15,15,776.99,101.01,10,100.0,13.000167312320624,1
2524,267725,2025-06-10,10,20,835.71,COBRADORA ABC LTDA,2025-06-17,17,835.71,108.64,7,100.0,12.999724784913427,1
9224,616234,2025-06-09,9,15,1138.88,COBRADORA ABC LTDA,2025-06-15,15,1138.88,148.05,6,100.0,12.999613655521214,1
7198,907527,2025-06-08,8,20,690.72,COBRADORA ABC LTDA,2025-06-17,17,690.72,89.79,9,100.0,12.999478804725504,1
5025,206873,2025-06-09,9,17,1412.86,COBRADORA ABC LTDA,2025-06-15,15,1412.86,183.67,6,100.0,12.999872598842066,1
3566,643290,2025-06-06,6,13,966.11,COBRADORA ABC LTDA,2025-06-15,15,966.11,125.59,9,100.0,12.999554916106861,1
3803,658207,2025-06-09,9,17,825.58,COBRADORA ABC LTDA,2025-06-16,16,825.58,107.33,7,100.0,13.000557184040309,1
4709,198773,2025-06-05,5,13,1265.53,COBRADORA ABC LTDA,2025-06-15,15,1265.53,164.52,10,100.0,13.000086920104623,1
7155,680591,2025-06-10,10,19,516.35,COBRADORA ABC LTDA,2025-06-17,17,516.35,67.13,7,100.0,13.000871501888254,1
1719,207387,2025-06-09,9,15,931.85,COBRADORA ABC LTDA,2025-06-15,15,931.85,121.14,6,100.0,12.999946343295596,1
7516,974294,2025-06-05,5,16,855.3,COBRADORA ABC LTDA,2025-06-18,18,855.3,111.19,13,100.0,13.000116918040455,1
5579,158513,2025-06-06,6,19,838.21,COBRADORA ABC LTDA,2025-06-15,15,838.21,108.97,9,100.0,13.000322114983117,1
1972,881283,2025-06-10,10,19,837.07,COBRADORA ABC LTDA,2025-06-15,15,837.07,108.82,5,100.0,13.00010751788978,1
4718,779489,2025-06-09,9,17,531.27,COBRADORA ABC LTDA,2025-06-18,18,531.27,69.07,9,100.0,13.000922318218608,1
8395,784113,2025-06-08,8,15,652.12,COBRADORA ABC LTDA,2025-06-18,18,652.12,84.78,10,100.0,13.000674722443723,1
5402,256961,2025-06-08,8,12,641.89,COBRADORA ABC LTDA,2025-06-17,17,641.89,83.45,9,100.0,13.000669896711276,1
5552,868228,2025-06-10,10,18,1488.61,COBRADORA ABC LTDA,2025-06-18,18,1488.61,193.52,8,100.0,13.000047023733552,1
3207,159679,2025-06-08,8,19,522.17,COBRADORA ABC LTDA,2025-06-18,18,522.17,67.88,10,100.0,12.999597832123639,1
5426,271820,2025-06-09,9,20,667.07,COBRADORA ABC LTDA,2025-06-17,17,667.07,86.72,8,100.0,13.000134918374382,1
7919,259096,2025-06-09,9,13,1474.17,COBRADORA ABC LTDA,2025-06-17,17,1474.17,191.64,8,100.0,12.999857546958626,1
9835,618186,2025-06-10,10,12,1128.26,COBRADORA ABC LTDA,2025-06-15,15,1128.26,146.67,5,100.0,12.999663198198997,1
9386,385749,2025-06-09,9,15,950.67,COBRADORA ABC LTDA,2025-06-16,16,950.67,123.59,7,100.0,13.000305048018767,1
9680,493265,2025-06-05,5,16,578.76,COBRADORA ABC LTDA,2025-06-17,17,578.76,75.24,12,100.0,13.00020733982998,1
3204,235693,2025-06-06,6,12,1169.66,COBRADORA ABC LTDA,2025-06-18,18,1169.66,152.06,12,100.0,13.000359078706634,1
6345,966906,2025-06-08,8,16,637.8,COBRADORA ABC LTDA,2025-06-15,15,637.8,82.91,7,100.0,12.999372844151772,1
4276,526944,2025-06-05,5,17,1171.19,COBRADORA ABC LTDA,2025-06-18,18,1171.19,152.25,13,100.0,12.999598698759382,1
2102,842769,2025-06-10,10,14,1479.18,COBRADORA ABC LTDA,2025-06-17,17,1479.18,192.29,7,100.0,12.999770142917018,1
6243,255083,2025-06-08,8,18,1031.97,COBRADORA ABC LTDA,2025-06-16,16,1031.97,134.16,8,100.0,13.00037791796273,1
7614,713541,2025-06-05,5,17,714.08,COBRADORA ABC LTDA,2025-06-15,15,714.08,92.83,10,100.0,12.999943983867354,1
9707,194784,2025-06-09,9,15,1125.28,COBRADORA ABC LTDA,2025-06-17,17,1125.28,146.29,8,100.0,13.000319920375372,1
6223,398468,2025-06-10,10,14,1012.93,COBRADORA ABC LTDA,2025-06-17,17,1012.93,131.68,7,100.0,12.999911148845431,1
9584,698697,2025-06-10,10,16,1033.14,COBRADORA ABC LTDA,2025-06-18,18,1033.14,134.31,8,100.0,13.000174226145536,1
1630,662796,2025-06-08,8,14,978.11,COBRADORA ABC LTDA,2025-06-16,16,978.11,127.15,8,100.0,12.999560376644753,1
7683,229608,2025-06-09,9,20,1173.74,COBRADORA ABC LTDA,2025-06-17,17,1173.74,152.59,8,100.0,13.000323751427063,1
1277,677565,2025-06-08,8,20,1071.95,COBRADORA ABC LTDA,2025-06-18,18,1071.95,139.35,10,100.0,12.999673492233779,1
1232,475418,2025-06-07,7,17,1487.0,COBRADORA ABC LTDA,2025-06-15,15,1487.0,193.31,8,100.0,13.0,1
6690,804284,2025-06-05,5,17,1325.86,COBRADORA ABC LTDA,2025-06-18,18,1325.86,172.36,13,100.0,12.999864239059933,1
8659,779625,2025-06-07,7,15,764.7,COBRADORA ABC LTDA,2025-06-15,15,764.7,99.41,8,100.0,12.999869229763306,1
1025,844133,2025-06-05,5,15,1225.76,COBRADORA ABC LTDA,2025-06-18,18,1225.76,159.35,13,100.0,13.000097898446677,1
8468,223005,2025-06-06,6,13,714.3,COBRADORA ABC LTDA,2025-06-16,16,714.3,92.86,10,100.0,13.000139997200058,1
7410,386615,2025-06-10,10,15,1282.35,COBRADORA ABC LTDA,2025-06-18,18,1282.35,166.71,8,100.0,13.000350918236053,1
9652,796849,2025-06-08,8,19,647.56,COBRADORA ABC LTDA,2025-06-16,16,647.56,84.18,8,100.0,12.999567607634816,1
4764,320033,2025-06-06,6,13,973.55,COBRADORA ABC LTDA,2025-06-16,16,973.55,126.56,10,100.0,12.999845924708541,1
7599,774056,2025-06-06,6,20,1290.61,COBRADORA ABC LTDA,2025-06-15,15,1290.61,167.78,9,100.0,13.000054237918505,1
6102,902121,2025-06-10,10,12,780.11,COBRADORA ABC LTDA,2025-06-18,18,780.11,101.41,8,100.0,12.999448795682659,1
8006,274925,2025-06-10,10,13,1337.12,COBRADORA ABC LTDA,2025-06-18,18,1337.12,173.83,8,100.0,13.000329065454114,1
4483,955231,2025-06-05,5,13,1144.15,COBRADORA ABC LTDA,2025-06-18,18,1144.15,148.74,13,100.0,13.000043700563738,1
2994,487016,2025-06-07,7,17,897.52,COBRADORA ABC LTDA,2025-06-16,16,897.52,116.68,9,100.0,13.0002674035119,1
9682,611669,2025-06-09,9,18,923.42,COBRADORA ABC LTDA,2025-06-17,17,923.42,120.04,8,100.0,12.999501851811745,1
2072,407505,2025-06-05,5,14,1425.99,COBRADORA ABC LTDA,2025-06-18,18,1425.99,185.38,13,100.0,13.000091164734675,1
7707,744278,2025-06-09,9,20,717.79,COBRADORA ABC LTDA,2025-06-18,18,717.79,93.31,9,100.0,12.999623845414398,1
1215,439640,2025-06-06,6,16,1193.36,COBRADORA ABC LTDA,2025-06-17,17,1193.36,155.14,11,100.0,13.000268150432392,1
8605,180498,2025-06-09,9,16,1207.29,COBRADORA ABC LTDA,2025-06-15,15,1207.29,156.95,6,100.0,13.000190509322533,1
3606,632151,2025-06-07,7,15,1422.45,COBRADORA ABC LTDA,2025-06-18,18,1422.45,184.92,11,100.0,13.000105451861224,1
9350,164804,2025-06-05,5,20,1213.16,COBRADORA ABC LTDA,2025-06-17,17,1213.16,157.71,12,100.0,12.999934056513569,1
5781,895149,2025-06-10,10,19,1084.47,COBRADORA ABC LTDA,2025-06-18,18,1084.47,140.98,8,100.0,12.999898567964074,1
4313,757916,2025-06-07,7,15,1402.52,COBRADORA ABC LTDA,2025-06-16,16,1402.52,182.33,9,100.0,13.000171120554432,1
8763,789950,2025-06-07,7,15,1329.13,COBRADORA ABC LTDA,2025-06-17,17,1329.13,172.79,10,100.0,13.0002332352742,1
6939,533524,2025-06-05,5,13,1216.78,COBRADORA ABC LTDA,2025-06-16,16,1216.78,158.18,11,100.0,12.99988494222456,1
3295,145473,2025-06-10,10,20,532.58,COBRADORA ABC LTDA,2025-06-17,17,532.58,69.24,7,100.0,13.000863720004505,1
6685,720910,2025-06-07,7,14,873.52,COBRADORA ABC LTDA,2025-06-15,15,873.52,113.56,8,100.0,13.000274750435024,1
2696,917470,2025-06-10,10,15,1131.89,COBRADORA ABC LTDA,2025-06-16,16,1131.89,147.15,6,100.0,13.000379895572891,1
2946,466192,2025-06-08,8,18,1022.25,COBRADORA ABC LTDA,2025-06-18,18,1022.25,132.89,10,100.0,12.99975544142822,1
3783,645980,2025-06-08,8,19,819.32,COBRADORA ABC LTDA,2025-06-17,17,819.32,106.51,9,100.0,12.99980471610604,1
4644,987971,2025-06-08,8,19,644.42,COBRADORA ABC LTDA,2025-06-18,18,644.42,83.77,10,100.0,12.999286179820613,1
6241,708293,2025-06-09,9,15,1053.0,COBRADORA ABC LTDA,2025-06-15,15,1053.0,136.89,6,100.0,12.999999999999998,1
7420,270223,2025-06-07,7,18,785.92,COBRADORA ABC LTDA,2025-06-17,17,785.92,102.17,10,100.0,13.000050895765472,1
8557,114326,2025-06-05,5,12,733.0,COBRADORA ABC LTDA,2025-06-15,15,733.0,95.29,10,100.0,13.0,1
3645,820089,2025-06-05,5,17,898.96,COBRADORA ABC LTDA,2025-06-17,17,898.96,116.86,12,100.0,12.999466049657382,1
7589,873638,2025-06-09,9,17,1285.49,COBRADORA ABC LTDA,2025-06-16,16,1285.49,167.11,7,100.0,12.999712172012229,1
7353,477242,2025-06-05,5,17,987.85,COBRADORA ABC LTDA,2025-06-18,18,987.85,128.42,13,100.0,12.99994938502809,1
2932,207843,2025-06-08,8,13,716.49,COBRADORA ABC LTDA,2025-06-16,16,716.49,93.14,8,100.0,12.999483593630057,1
2757,143792,2025-06-07,7,19,616.9,COBRADORA ABC LTDA,2025-06-16,16,616.9,80.2,9,100.0,13.000486302480144,1
6085,145246,2025-06-05,5,16,998.99,COBRADORA ABC LTDA,2025-06-16,16,998.99,129.87,11,100.0,13.000130131432746,1
6637,675984,2025-06-05,5,16,1294.37,COBRADORA ABC LTDA,2025-06-16,16,1294.37,168.27,11,100.0,13.000146789557856,1
2116,208191,2025-06-06,6,13,1152.82,COBRADORA ABC LTDA,2025-06-17,17,1152.82,149.87,11,100.0,13.000294928956821,1
1492,401185,2025-06-06,6,15,732.15,COBRADORA ABC LTDA,2025-06-18,18,732.15,95.18,12,100.0,13.000068292016664,1
9811,200303,2025-06-06,6,20,936.71,COBRADORA ABC LTDA,2025-06-17,17,936.71,121.77,11,100.0,12.999754459758089,1
8888,584008,2025-06-07,7,20,1355.23,COBRADORA ABC LTDA,2025-06-17,17,1355.23,176.18,10,100.0,13.000007378821307,1
7474,235041,2025-06-08,8,17,677.66,COBRADORA ABC LTDA,2025-06-17,17,677.66,88.1,9,100.0,13.000619779830593,1
5958,963424,2025-06-10,10,20,1032.08,COBRADORA ABC LTDA,2025-06-16,16,1032.08,134.17,6,100.0,12.99996124331447,1
3743,247100,2025-06-08,8,15,856.23,COBRADORA ABC LTDA,2025-06-15,15,856.23,111.31,7,100.0,13.000011679104913,1
8866,289930,2025-06-08,8,12,624.18,COBRADORA ABC LTDA,2025-06-16,16,624.18,81.14,8,100.0,12.99945528533436,1
8160,409529,2025-06-07,7,13,549.9,COBRADORA ABC LTDA,2025-06-17,17,549.9,71.49,10,100.0,13.000545553737041,1
6451,561268,2025-06-07,7,12,1055.87,COBRADORA ABC LTDA,2025-06-16,16,1055.87,137.26,9,100.0,12.9997064032504,1
6258,607584,2025-06-06,6,19,520.75,COBRADORA ABC LTDA,2025-06-18,18,520.75,67.7,12,100.0,13.00048007681229,1
9548,151563,2025-06-05,5,20,603.45,COBRADORA ABC LTDA,2025-06-18,18,603.45,78.45,13,100.0,13.00024857071837,1
8186,490092,2025-06-09,9,17,847.56,COBRADORA ABC LTDA,2025-06-16,16,847.56,110.18,7,100.0,12.999669639907502,1
7102,448411,2025-06-09,9,13,543.52,COBRADORA ABC LTDA,2025-06-16,16,543.52,70.66,7,100.0,13.000441566087725,1
1619,864140,2025-06-10,10,17,900.45,COBRADORA ABC LTDA,2025-06-15,15,900.45,117.06,5,100.0,13.000166583374979,1
1882,102342,2025-06-05,5,20,630.37,COBRADORA ABC LTDA,2025-06-16,16,630.37,81.95,11,100.0,13.00030141028285,1
9988,169470,2025-06-10,10,14,849.87,COBRADORA ABC LTDA,2025-06-16,16,849.87,110.48,6,100.0,12.999635238330567,1
4642,966610,2025-06-06,6,20,1291.16,COBRADORA ABC LTDA,2025-06-15,15,1291.16,167.85,9,100.0,12.9999380402119,1
2296,724316,2025-06-10,10,13,1126.36,COBRADORA ABC LTDA,2025-06-16,16,1126.36,146.43,6,100.0,13.000284100997906,1
9436,858735,2025-06-05,5,16,945.4,COBRADORA ABC LTDA,2025-06-16,16,945.4,122.9,11,100.0,12.999788449333616,1
3895,672612,2025-06-05,5,13,591.83,COBRADORA ABC LTDA,2025-06-16,16,591.83,76.94,11,100.0,13.000354831623945,1
7593,110042,2025-06-09,9,18,1119.15,COBRADORA ABC LTDA,2025-06-16,16,1119.15,145.49,7,100.0,13.000044676763615,1
1929,475577,2025-06-06,6,20,663.71,COBRADORA ABC LTDA,2025-06-16,16,663.71,86.28,10,100.0,12.999653463108887,1
6366,553952,2025-06-07,7,18,576.59,COBRADORA ABC LTDA,2025-06-17,17,576.59,74.96,10,100.0,13.000572330425431,1
9711,730378,2025-06-10,10,16,1164.0,COBRADORA ABC LTDA,2025-06-16,16,1164.0,151.32,6,100.0,13.0,1
4212,862008,2025-06-09,9,15,1412.06,COBRADORA ABC LTDA,2025-06-15,15,1412.06,183.57,6,100.0,13.000155800745011,1
3409,713987,2025-06-10,10,15,960.59,COBRADORA ABC LTDA,2025-06-16,16,960.59,124.88,6,100.0,13.000343538866737,1
9199,588848,2025-06-10,10,19,541.0,COBRADORA ABC LTDA,2025-06-17,17,541.0,70.33,7,100.0,13.0,1
4423,554706,2025-06-07,7,12,1380.3,COBRADORA ABC LTDA,2025-06-15,15,1380.3,179.44,8,100.0,13.000072448018546,1
7976,527725,2025-06-06,6,16,566.97,COBRADORA ABC LTDA,2025-06-15,15,566.97,73.71,9,100.0,13.000687867082913,1
8594,882041,2025-06-05,5,13,1367.51,COBRADORA ABC LTDA,2025-06-16,16,1367.51,177.78,11,100.0,13.00027056474907,1
6158,786845,2025-06-08,8,20,891.82,COBRADORA ABC LTDA,2025-06-18,18,891.82,115.94,10,100.0,13.000381242851697,1
4667,968095,2025-06-10,10,18,865.39,COBRADORA ABC LTDA,2025-06-17,17,865.39,112.5,7,100.0,12.999919111614416,1
6973,548934,2025-06-08,8,19,1042.8,COBRADORA ABC LTDA,2025-06-18,18,1042.8,135.56,10,100.0,12.999616417337936,1
7236,515593,2025-06-06,6,17,1457.08,COBRADORA ABC LTDA,2025-06-16,16,1457.08,189.42,10,100.0,12.999972547835398,1
9277,857119,2025-06-08,8,20,1398.74,COBRADORA ABC LTDA,2025-06-17,17,1398.74,181.84,9,100.0,13.000271673077199,1
3468,215214,2025-06-10,10,17,970.33,COBRADORA ABC LTDA,2025-06-18,18,970.33,126.14,8,100.0,12.999701132604372,1
7217,186319,2025-06-07,7,18,1195.82,COBRADORA ABC LTDA,2025-06-17,17,1195.82,155.46,10,100.0,13.000284323727653,1
4619,778728,2025-06-08,8,18,1080.43,COBRADORA ABC LTDA,2025-06-16,16,1080.43,140.46,8,100.0,13.000379478540951,1
2636,833482,2025-06-06,6,20,1193.46,COBRADORA ABC LTDA,2025-06-17,17,1193.46,155.15,11,100.0,13.000016757997754,1
9155,314003,2025-06-06,6,19,1329.33,COBRADORA ABC LTDA,2025-06-16,16,1329.33,172.81,10,100.0,12.999781844989583,1
4583,206179,2025-06-07,7,12,534.49,COBRADORA ABC LTDA,2025-06-18,18,534.49,69.48,11,100.0,12.999307751314337,1
5009,788076,2025-06-08,8,15,825.76,COBRADORA ABC LTDA,2025-06-17,17,825.76,107.35,9,100.0,13.000145320674287,1
4326,113132,2025-06-08,8,18,1459.33,COBRADORA ABC LTDA,2025-06-15,15,1459.33,189.71,7,100.0,12.99980127866898,1
9148,857096,2025-06-05,5,19,1449.34,COBRADORA ABC LTDA,2025-06-16,16,1449.34,188.41,11,100.0,12.999710212924503,1
3217,845156,2025-06-09,9,18,511.22,COBRADORA ABC LTDA,2025-06-17,17,511.22,66.46,8,100.0,13.00027385470052,1
5967,825830,2025-06-06,6,14,701.44,COBRADORA ABC LTDA,2025-06-15,15,701.44,91.19,9,100.0,13.000399178832115,1
3369,630214,2025-06-05,5,15,1493.77,COBRADORA ABC LTDA,2025-06-15,15,1493.77,194.19,10,100.0,12.999993305528964,1
4638,721176,2025-06-06,6,18,992.83,COBRADORA ABC LTDA,2025-06-15,15,992.83,129.07,9,100.0,13.000211516573835,1
6722,784756,2025-06-05,5,19,1072.87,COBRADORA ABC LTDA,2025-06-15,15,1072.87,139.47,10,100.0,12.999711055393478,1
5444,623140,2025-06-09,9,18,666.42,COBRADORA ABC LTDA,2025-06-16,16,666.42,86.63,7,100.0,12.999309744605503,1
8618,548720,2025-06-05,5,17,1394.34,COBRADORA ABC LTDA,2025-06-17,17,1394.34,181.26,12,100.0,12.999698782219546,1
4947,851756,2025-06-06,6,20,731.26,COBRADORA ABC LTDA,2025-06-15,15,731.26,95.06,9,100.0,12.99948034898668,1
2676,735411,2025-06-08,8,20,689.65,COBRADORA ABC LTDA,2025-06-17,17,689.65,89.65,9,100.0,12.999347495106214,1
2196,374567,2025-06-06,6,18,728.12,COBRADORA ABC LTDA,2025-06-17,17,728.12,94.66,11,100.0,13.000604295995167,1
3787,449080,2025-06-10,10,19,1419.62,COBRADORA ABC LTDA,2025-06-18,18,1419.62,184.55,8,100.0,12.999957735168568,1
8432,962823,2025-06-07,7,17,1202.85,COBRADORA ABC LTDA,2025-06-17,17,1202.85,156.37,10,100.0,12.999958432057198,1
8927,744638,2025-06-07,7,12,1268.6,COBRADORA ABC LTDA,2025-06-16,16,1268.6,164.92,9,100.0,13.00015765410689,1
4318,759018,2025-06-10,10,12,877.04,COBRADORA ABC LTDA,2025-06-16,16,877.04,114.02,6,100.0,13.000547295448325,1
9858,399282,2025-06-07,7,17,1409.18,COBRADORA ABC LTDA,2025-06-15,15,1409.18,183.19,8,100.0,12.999758724932228,1
7689,520612,2025-06-07,7,13,1289.41,COBRADORA ABC LTDA,2025-06-17,17,1289.41,167.62,10,100.0,12.999744068992793,1
3176,618259,2025-06-09,9,19,1250.6,COBRADORA ABC LTDA,2025-06-16,16,1250.6,162.58,7,100.0,13.000159923236849,1
4743,915008,2025-06-08,8,12,1470.94,COBRADORA ABC LTDA,2025-06-16,16,1470.94,191.22,8,100.0,12.999850435775762,1
9792,131277,2025-06-08,8,13,866.2,COBRADORA ABC LTDA,2025-06-16,16,866.2,112.61,8,100.0,13.000461787116139,1
5422,211496,2025-06-06,6,19,1110.97,COBRADORA ABC LTDA,2025-06-15,15,1110.97,144.43,9,100.0,13.000351044582661,1
4824,602329,2025-06-10,10,17,1409.93,COBRADORA ABC LTDA,2025-06-16,16,1409.93,183.29,6,100.0,12.999936167043751,1
3451,506620,2025-06-05,5,13,1290.89,COBRADORA ABC LTDA,2025-06-17,17,1290.89,167.82,12,100.0,13.000333103517727,1
1628,365264,2025-06-06,6,13,1063.38,COBRADORA ABC LTDA,2025-06-16,16,1063.38,138.24,10,100.0,13.000056423856005,1
8778,403700,2025-06-06,6,18,576.21,COBRADORA ABC LTDA,2025-06-16,16,576.21,74.91,10,100.0,13.000468579163845,1
4696,370238,2025-06-06,6,16,1152.72,COBRADORA ABC LTDA,2025-06-15,15,1152.72,149.85,9,100.0,12.999687695190504,1
4674,539436,2025-06-06,6,16,1026.56,COBRADORA ABC LTDA,2025-06-17,17,1026.56,133.45,11,100.0,12.999727244389028,1
4929,988162,2025-06-08,8,19,684.18,COBRADORA ABC LTDA,2025-06-16,16,684.18,88.94,8,100.0,12.999503054751674,1
3765,679095,2025-06-05,5,18,1382.25,COBRADORA ABC LTDA,2025-06-17,17,1382.25,179.69,12,100.0,12.999819135467536,1
5369,418952,2025-06-06,6,20,843.25,COBRADORA ABC LTDA,2025-06-17,17,843.25,109.62,11,100.0,12.999703528016603,1
9307,848219,2025-06-08,8,15,887.48,COBRADORA ABC LTDA,2025-06-16,16,887.48,115.37,8,100.0,12.999729571370622,1
5956,456708,2025-06-06,6,15,1172.4,COBRADORA ABC LTDA,2025-06-15,15,1172.4,152.41,9,100.0,12.99982940975776,1
1692,296727,2025-06-07,7,13,988.8,COBRADORA ABC LTDA,2025-06-17,17,988.8,128.54,10,100.0,12.999595469255661,1
4162,320606,2025-06-06,6,14,589.28,COBRADORA ABC LTDA,2025-06-18,18,589.28,76.61,12,100.0,13.000610915014935,1
2105,455974,2025-06-10,10,12,887.44,COBRADORA ABC LTDA,2025-06-16,16,887.44,115.37,6,100.0,13.00031551428829,1
4008,359476,2025-06-10,10,12,594.47,COBRADORA ABC LTDA,2025-06-17,17,594.47,77.28,7,100.0,12.999814961225967,1
3161,700286,2025-06-06,6,18,690.75,COBRADORA ABC LTDA,2025-06-17,17,690.75,89.8,11,100.0,13.000361925443357,1
9345,858957,2025-06-09,9,16,507.17,COBRADORA ABC LTDA,2025-06-17,17,507.17,65.93,8,100.0,12.999585937654043,1
4699,809301,2025-06-07,7,14,681.31,COBRADORA ABC LTDA,2025-06-16,16,681.31,88.57,9,100.0,12.999955967180874,1
4786,344168,2025-06-05,5,18,830.45,COBRADORA ABC LTDA,2025-06-18,18,830.45,107.96,13,100.0,13.000180624962368,1
5200,909760,2025-06-06,6,13,1038.22,COBRADORA ABC LTDA,2025-06-17,17,1038.22,134.97,11,100.0,13.000134846179037,1
2913,939695,2025-06-05,5,14,1419.28,COBRADORA ABC LTDA,2025-06-17,17,1419.28,184.51,12,100.0,13.000253649737894,1
6520,651724,2025-06-07,7,12,1040.33,COBRADORA ABC LTDA,2025-06-15,15,1040.33,135.24,8,100.0,12.999721242298119,1
2772,575760,2025-06-06,6,19,1205.6,COBRADORA ABC LTDA,2025-06-16,16,1205.6,156.73,10,100.0,13.00016589250166,1
3780,321309,2025-06-09,9,13,857.68,COBRADORA ABC LTDA,2025-06-16,16,857.68,111.5,7,100.0,13.00018654976215,1
8423,772721,2025-06-08,8,18,1251.63,COBRADORA ABC LTDA,2025-06-17,17,1251.63,162.71,9,100.0,12.999848197949873,1
3871,558082,2025-06-09,9,20,1120.47,COBRADORA ABC LTDA,2025-06-15,15,1120.47,145.66,6,100.0,12.99990182691192,1
1660,243663,2025-06-09,9,17,959.79,COBRADORA ABC LTDA,2025-06-17,17,959.79,124.77,8,100.0,12.999718688463101,1
7242,795616,2025-06-08,8,13,693.77,COBRADORA ABC LTDA,2025-06-17,17,693.77,90.19,9,100.0,12.999985586001126,1
2132,249050,2025-06-08,8,13,803.54,COBRADORA ABC LTDA,2025-06-16,16,803.54,104.46,8,100.0,12.99997511013764,1
1699,516682,2025-06-10,10,20,1120.95,COBRADORA ABC LTDA,2025-06-15,15,1120.95,145.72,5,100.0,12.99968776484232,1
8470,994208,2025-06-08,8,19,926.06,COBRADORA ABC LTDA,2025-06-17,17,926.06,120.39,9,100.0,13.000237565600504,1
